gene_id	gene_symbol	gene_biotype	description
ENSRNOG00000008125	Igbp1b	protein_coding	immunoglobulin (CD79A) binding protein 1b [Source:RGD Symbol;Acc:1560971]
ENSRNOG00000018647	Mrpl20	protein_coding	mitochondrial ribosomal protein L20 [Source:RGD Symbol;Acc:1588219]
ENSRNOG00000025648	Dhrs7l1	protein_coding	dehydrogenase/reductase (SDR family) member 7-like 1 [Source:RGD Symbol;Acc:1308036]
ENSRNOG00000051222	AABR07021666.1	lincRNA	NA
ENSRNOG00000020851	Aplp1	protein_coding	amyloid beta precursor like protein 1 [Source:RGD Symbol;Acc:69257]
ENSRNOG00000026163	Cpt1c	protein_coding	carnitine palmitoyltransferase 1c [Source:RGD Symbol;Acc:1305384]
ENSRNOG00000027240	Kndc1	protein_coding	kinase non-catalytic C-lobe domain containing 1 [Source:RGD Symbol;Acc:1565261]
ENSRNOG00000011586	LOC100909712	protein_coding	cyclin-L1-like [Source:RGD Symbol;Acc:6501887]
ENSRNOG00000052954	Ccdc173	protein_coding	coiled-coil domain containing 173 [Source:RGD Symbol;Acc:1308818]
ENSRNOG00000054695	Calcrl	protein_coding	calcitonin receptor like receptor [Source:RGD Symbol;Acc:2255]
ENSRNOG00000004753	Napb	protein_coding	NSF attachment protein beta [Source:RGD Symbol;Acc:1589649]
ENSRNOG00000053737	AABR07063811.1	lincRNA	NA
ENSRNOG00000004754	Tc2n	protein_coding	"tandem C2 domains, nuclear [Source:RGD Symbol;Acc:1563876]"
ENSRNOG00000011716	Degs2	protein_coding	"delta(4)-desaturase, sphingolipid 2 [Source:RGD Symbol;Acc:1305023]"
ENSRNOG00000008934	Tmem65	protein_coding	transmembrane protein 65 [Source:RGD Symbol;Acc:1563224]
ENSRNOG00000004595	Pou6f1	protein_coding	POU class 6 homeobox 1 [Source:RGD Symbol;Acc:620615]
ENSRNOG00000048449	Itgb3	protein_coding	integrin subunit beta 3 [Source:RGD Symbol;Acc:628868]
ENSRNOG00000060863	AABR07017145.1	lincRNA	NA
ENSRNOG00000045895	Dcp2	protein_coding	decapping mRNA 2 [Source:RGD Symbol;Acc:1562909]
ENSRNOG00000017746	Pard6a	protein_coding	par-6 family cell polarity regulator alpha [Source:RGD Symbol;Acc:1303273]
ENSRNOG00000030683	Vps26a	protein_coding	VPS26 retromer complex component A [Source:RGD Symbol;Acc:1359254]
ENSRNOG00000018835	Notch2	protein_coding	notch 2 [Source:RGD Symbol;Acc:3188]
ENSRNOG00000001958	Ift57	protein_coding	intraflagellar transport 57 [Source:RGD Symbol;Acc:1305947]
ENSRNOG00000027995	Samd7	protein_coding	sterile alpha motif domain containing 7 [Source:RGD Symbol;Acc:1308931]
ENSRNOG00000060162	RF00026	snRNA	"predicted gene, 24776 [Source:MGI Symbol;Acc:MGI:5454553]"
ENSRNOG00000009436	Hemgn	protein_coding	hemogen [Source:RGD Symbol;Acc:621569]
ENSRNOG00000010893	Hes3	protein_coding	hes family bHLH transcription factor 3 [Source:RGD Symbol;Acc:621339]
ENSRNOG00000009020	Tsta3	protein_coding	tissue specific transplantation antigen P35B [Source:RGD Symbol;Acc:1307028]
ENSRNOG00000023529	Rpl5	protein_coding	ribosomal protein L5 [Source:RGD Symbol;Acc:619825]
ENSRNOG00000003150	Mpc2	protein_coding	mitochondrial pyruvate carrier 2 [Source:RGD Symbol;Acc:1563422]
ENSRNOG00000004604	Slc38a10	protein_coding	"solute carrier family 38, member 10 [Source:RGD Symbol;Acc:1306356]"
ENSRNOG00000009440	Gucy1b2	protein_coding	guanylate cyclase 1 soluble subunit beta 2 [Source:RGD Symbol;Acc:2770]
ENSRNOG00000010107	AABR07025295.1	protein_coding	NA
ENSRNOG00000013171	Grm2	protein_coding	glutamate metabotropic receptor 2 [Source:RGD Symbol;Acc:2743]
ENSRNOG00000003068	Mrnip	protein_coding	MRN complex interacting protein [Source:RGD Symbol;Acc:1564036]
ENSRNOG00000007845	Supt4h1	protein_coding	"SPT4 homolog, DSIF elongation factor subunit [Source:RGD Symbol;Acc:1306372]"
ENSRNOG00000001193	Hsf2bp	protein_coding	heat shock transcription factor 2 binding protein [Source:RGD Symbol;Acc:1565879]
ENSRNOG00000018507	Gfpt1	protein_coding	glutamine fructose-6-phosphate transaminase 1 [Source:RGD Symbol;Acc:1549703]
ENSRNOG00000016313	Ctnnbip1	protein_coding	"catenin, beta-interacting protein 1 [Source:RGD Symbol;Acc:1562749]"
ENSRNOG00000024779	Polr2b	protein_coding	RNA polymerase II subunit B [Source:RGD Symbol;Acc:1309477]
ENSRNOG00000016698	Rnmt	protein_coding	RNA (guanine-7-) methyltransferase [Source:RGD Symbol;Acc:1309242]
ENSRNOG00000045524	Slc39a3	protein_coding	solute carrier family 39 member 3 [Source:RGD Symbol;Acc:1310863]
ENSRNOG00000057978	AABR07028997.1	protein_coding	NA
ENSRNOG00000032609	AY172581.18	Mt_tRNA	NA
ENSRNOG00000050348	LOC684270	protein_coding	similar to isochorismatase domain containing 2 [Source:RGD Symbol;Acc:1592677]
ENSRNOG00000043201	Coq8a	protein_coding	coenzyme Q8A [Source:RGD Symbol;Acc:1308245]
ENSRNOG00000013036	Epha8	protein_coding	Eph receptor A8 [Source:RGD Symbol;Acc:708543]
ENSRNOG00000031665	Ace2	protein_coding	angiotensin I converting enzyme 2 [Source:RGD Symbol;Acc:728890]
ENSRNOG00000025726	Prr30	protein_coding	proline rich 30 [Source:RGD Symbol;Acc:2315526]
ENSRNOG00000017493	Pias2	protein_coding	"protein inhibitor of activated STAT, 2 [Source:RGD Symbol;Acc:71056]"
ENSRNOG00000017164	Afap1l2	protein_coding	actin filament associated protein 1-like 2 [Source:RGD Symbol;Acc:1310668]
ENSRNOG00000049943	Sinhcaf	protein_coding	SIN3-HDAC complex associated factor [Source:RGD Symbol;Acc:1595037]
ENSRNOG00000021234	Slc4a11	protein_coding	solute carrier family 4 member 11 [Source:RGD Symbol;Acc:1310188]
ENSRNOG00000041449	Gm23880	miRNA	"predicted gene, 23880 [Source:MGI Symbol;Acc:MGI:5453657]"
ENSRNOG00000009474	Ddx42	protein_coding	DEAD-box helicase 42 [Source:RGD Symbol;Acc:1304909]
ENSRNOG00000047447	AC115420.2	protein_coding	NA
ENSRNOG00000050849	Leprot	protein_coding	leptin receptor overlapping transcript [Source:RGD Symbol;Acc:621034]
ENSRNOG00000005689	Yeats4	protein_coding	YEATS domain containing 4 [Source:RGD Symbol;Acc:1305741]
ENSRNOG00000049785	Ranbp3	protein_coding	RAN binding protein 3 [Source:RGD Symbol;Acc:1589604]
ENSRNOG00000029570	Fam222b	protein_coding	"family with sequence similarity 222, member B [Source:RGD Symbol;Acc:1566149]"
ENSRNOG00000011474	Ppp1r3b	protein_coding	"protein phosphatase 1, regulatory subunit 3B [Source:RGD Symbol;Acc:621600]"
ENSRNOG00000001602	Ltn1	protein_coding	listerin E3 ubiquitin protein ligase 1 [Source:RGD Symbol;Acc:1311238]
ENSRNOG00000049380	AABR07033657.1	unprocessed_pseudogene	carbonyl reductase 2-like [Source:NCBI gene;Acc:100360601]
ENSRNOG00000059938	AC120712.4	protein_coding	NA
ENSRNOG00000028266	Lrrc55	protein_coding	leucine rich repeat containing 55 [Source:RGD Symbol;Acc:1561726]
ENSRNOG00000054770	Rdh11	protein_coding	retinol dehydrogenase 11 [Source:RGD Symbol;Acc:1312001]
ENSRNOG00000005575	Abi3	protein_coding	"ABI family, member 3 [Source:RGD Symbol;Acc:1311794]"
ENSRNOG00000014808	Srfbp1	protein_coding	serum response factor binding protein 1 [Source:RGD Symbol;Acc:1359398]
ENSRNOG00000001295	S100b	protein_coding	S100 calcium binding protein B [Source:RGD Symbol;Acc:3615]
ENSRNOG00000008706	Tbx3	protein_coding	T-box 3 [Source:RGD Symbol;Acc:735203]
ENSRNOG00000022732	Tmem126b	protein_coding	transmembrane protein 126B [Source:RGD Symbol;Acc:1308371]
ENSRNOG00000024793	Kctd21	protein_coding	potassium channel tetramerisation domain containing 21 [Source:MGI Symbol;Acc:MGI:3643121]
ENSRNOG00000014373	Trim66	protein_coding	tripartite motif-containing 66 [Source:RGD Symbol;Acc:1595847]
ENSRNOG00000020865	Ano1	protein_coding	anoctamin 1 [Source:RGD Symbol;Acc:1310786]
ENSRNOG00000000001	AABR07013255.1	pseudogene	NA
ENSRNOG00000010552	Lamtor3	protein_coding	"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3 [Source:RGD Symbol;Acc:1307133]"
ENSRNOG00000006395	Tldc2	protein_coding	TBC/LysM-associated domain containing 2 [Source:RGD Symbol;Acc:1561343]
ENSRNOG00000045843	Rusc2	protein_coding	RUN and SH3 domain containing 2 [Source:RGD Symbol;Acc:1592688]
ENSRNOG00000009889	Pgm1	protein_coding	phosphoglucomutase 1 [Source:RGD Symbol;Acc:3316]
ENSRNOG00000056950	RF02271	misc_RNA	"predicted gene, 27980 [Source:MGI Symbol;Acc:MGI:5531362]"
ENSRNOG00000004923	Map4k5	protein_coding	mitogen-activated protein kinase kinase kinase kinase 5 [Source:RGD Symbol;Acc:1562028]
ENSRNOG00000007769	2-Mar	protein_coding	membrane associated ring-CH-type finger 2 [Source:RGD Symbol;Acc:1306395]
ENSRNOG00000006939	Ndufa7	protein_coding	NADH:ubiquinone oxidoreductase subunit A7 [Source:RGD Symbol;Acc:1304597]
ENSRNOG00000004492	Mterf3	protein_coding	mitochondrial transcription termination factor 3 [Source:RGD Symbol;Acc:735158]
ENSRNOG00000055925	Zc3h7b	protein_coding	zinc finger CCCH-type containing 7B [Source:RGD Symbol;Acc:1307064]
ENSRNOG00000010103	Eif4b	protein_coding	eukaryotic translation initiation factor 4B [Source:RGD Symbol;Acc:1306479]
ENSRNOG00000047235	Vps26b	protein_coding	VPS26 retromer complex component B [Source:RGD Symbol;Acc:1597170]
ENSRNOG00000042609	Spag16	protein_coding	sperm associated antigen 16 [Source:RGD Symbol;Acc:1565062]
ENSRNOG00000028368	Etnk2	protein_coding	ethanolamine kinase 2 [Source:RGD Symbol;Acc:1305304]
ENSRNOG00000022438	Jmjd4	protein_coding	jumonji domain containing 4 [Source:RGD Symbol;Acc:1307186]
ENSRNOG00000002818	Eftud2	protein_coding	elongation factor Tu GTP binding domain containing 2 [Source:RGD Symbol;Acc:1560116]
ENSRNOG00000013326	Hmbox1	protein_coding	homeobox containing 1 [Source:RGD Symbol;Acc:1306787]
ENSRNOG00000038160	Eif2b5	protein_coding	eukaryotic translation initiation factor 2B subunit epsilon [Source:RGD Symbol;Acc:708380]
ENSRNOG00000000568	Slc29a3	protein_coding	solute carrier family 29 member 3 [Source:RGD Symbol;Acc:727811]
ENSRNOG00000000597	Ccn6	protein_coding	cellular communication network factor 6 [Source:RGD Symbol;Acc:1564120]
ENSRNOG00000026958	Cyren	protein_coding	cell cycle regulator of NHEJ [Source:RGD Symbol;Acc:1563238]
ENSRNOG00000009347	Arhgap25	protein_coding	Rho GTPase activating protein 25 [Source:RGD Symbol;Acc:1562105]
ENSRNOG00000004245	Mgst3	protein_coding	microsomal glutathione S-transferase 3 [Source:RGD Symbol;Acc:1306373]
ENSRNOG00000010855	Mrpl57	protein_coding	mitochondrial ribosomal protein L57 [Source:RGD Symbol;Acc:1594654]
ENSRNOG00000018011	Fam208b	protein_coding	"family with sequence similarity 208, member B [Source:RGD Symbol;Acc:1564456]"
ENSRNOG00000013017	Arnt2	protein_coding	aryl hydrocarbon receptor nuclear translocator 2 [Source:RGD Symbol;Acc:2154]
ENSRNOG00000032929	Incenp	protein_coding	inner centromere protein [Source:RGD Symbol;Acc:1305292]
ENSRNOG00000021168	Anp32e	protein_coding	acidic nuclear phosphoprotein 32 family member E [Source:RGD Symbol;Acc:1310611]
ENSRNOG00000031306	AABR07059563.1	protein_coding	zinc finger protein 804B [Source:NCBI gene;Acc:499994]
ENSRNOG00000060195	AABR07051882.2	lincRNA	NA
ENSRNOG00000018657	Scrn3	protein_coding	secernin 3 [Source:RGD Symbol;Acc:1305064]
ENSRNOG00000004544	Ube2e3	protein_coding	ubiquitin-conjugating enzyme E2E 3 [Source:RGD Symbol;Acc:1308894]
ENSRNOG00000008243	Slc43a1	protein_coding	solute carrier family 43 member 1 [Source:RGD Symbol;Acc:1308229]
ENSRNOG00000056221	AABR07040839.1	protein_coding	NA
ENSRNOG00000005343	Esr2	protein_coding	estrogen receptor 2 [Source:RGD Symbol;Acc:2582]
ENSRNOG00000004011	Nedd1	protein_coding	"neural precursor cell expressed, developmentally down-regulated 1 [Source:RGD Symbol;Acc:1307750]"
ENSRNOG00000004298	Dpys	protein_coding	dihydropyrimidinase [Source:RGD Symbol;Acc:68376]
ENSRNOG00000039390	Slc37a2	protein_coding	solute carrier family 37 member 2 [Source:RGD Symbol;Acc:1564160]
ENSRNOG00000014340	Pdcd7	protein_coding	programmed cell death 7 [Source:RGD Symbol;Acc:1308961]
ENSRNOG00000010668	Anxa6	protein_coding	annexin A6 [Source:RGD Symbol;Acc:621172]
ENSRNOG00000032297	Msmo1	protein_coding	methylsterol monooxygenase 1 [Source:RGD Symbol;Acc:620281]
ENSRNOG00000045989	Hba-a3	protein_coding	"hemoglobin alpha, adult chain 3 [Source:RGD Symbol;Acc:1359209]"
ENSRNOG00000014485	Pdcd6	protein_coding	programmed cell death 6 [Source:RGD Symbol;Acc:1311239]
ENSRNOG00000025462	Wdr41	protein_coding	WD repeat domain 41 [Source:RGD Symbol;Acc:1306363]
ENSRNOG00000019065	Zfp385b	protein_coding	zinc finger protein 385B [Source:RGD Symbol;Acc:1311181]
ENSRNOG00000024689	Hopx	protein_coding	HOP homeobox [Source:RGD Symbol;Acc:621841]
ENSRNOG00000011366	Pigs	protein_coding	"phosphatidylinositol glycan anchor biosynthesis, class S [Source:RGD Symbol;Acc:1359436]"
ENSRNOG00000008829	Sorbs3	protein_coding	sorbin and SH3 domain containing 3 [Source:RGD Symbol;Acc:628900]
ENSRNOG00000053205	Gabpa	protein_coding	GA binding protein transcription factor subunit alpha [Source:RGD Symbol;Acc:1310802]
ENSRNOG00000056559	AABR07034669.1	lincRNA	NA
ENSRNOG00000025034	RGD1304567	protein_coding	similar to RIKEN cDNA A430005L14 [Source:RGD Symbol;Acc:1304567]
ENSRNOG00000030868	AABR07037307.1	protein_coding	NA
ENSRNOG00000054017	LOC100912564	protein_coding	histone H4-like [Source:RGD Symbol;Acc:6486282]
ENSRNOG00000019048	Sod2	protein_coding	superoxide dismutase 2 [Source:RGD Symbol;Acc:3732]
ENSRNOG00000023753	Afdn	protein_coding	"afadin, adherens junction formation factor [Source:RGD Symbol;Acc:708561]"
ENSRNOG00000027459	Zbtb45	protein_coding	zinc finger and BTB domain containing 45 [Source:RGD Symbol;Acc:1310920]
ENSRNOG00000015860	Gipr	protein_coding	gastric inhibitory polypeptide receptor [Source:RGD Symbol;Acc:2689]
ENSRNOG00000020635	Exosc5	protein_coding	exosome component 5 [Source:RGD Symbol;Acc:1307861]
ENSRNOG00000018936	Zfp780b-ps1	protein_coding	"zinc finger protein 780B, pseudogene 1 [Source:RGD Symbol;Acc:2321719]"
ENSRNOG00000020380	Lgals7	protein_coding	galectin 7 [Source:RGD Symbol;Acc:61951]
ENSRNOG00000013223	Fah	protein_coding	fumarylacetoacetate hydrolase [Source:RGD Symbol;Acc:61932]
ENSRNOG00000011417	Pde3b	protein_coding	phosphodiesterase 3B [Source:RGD Symbol;Acc:61943]
ENSRNOG00000054093	AABR07005837.2	lincRNA	NA
ENSRNOG00000013845	Mrpl21	protein_coding	mitochondrial ribosomal protein L21 [Source:RGD Symbol;Acc:1310203]
ENSRNOG00000017955	Nudt8	protein_coding	nudix hydrolase 8 [Source:RGD Symbol;Acc:1309040]
ENSRNOG00000018985	Grk2	protein_coding	G protein-coupled receptor kinase 2 [Source:RGD Symbol;Acc:2062]
ENSRNOG00000017890	Crhbp	protein_coding	corticotropin releasing hormone binding protein [Source:RGD Symbol;Acc:2403]
ENSRNOG00000017462	Spata5	protein_coding	spermatogenesis associated 5 [Source:RGD Symbol;Acc:1310478]
ENSRNOG00000013035	Rab33b	protein_coding	"RAB33B, member RAS oncogene family [Source:RGD Symbol;Acc:1308353]"
ENSRNOG00000019614	Ptpn22	protein_coding	"protein tyrosine phosphatase, non-receptor type 22 [Source:RGD Symbol;Acc:1307992]"
ENSRNOG00000048082	AABR07013776.1	protein_coding	NA
ENSRNOG00000058222	AABR07013802.1	pseudogene	NA
ENSRNOG00000010658	LOC103691744	protein_coding	cystathionine gamma-lyase [Source:RGD Symbol;Acc:9153842]
ENSRNOG00000007100	Ccdc136	protein_coding	coiled-coil domain containing 136 [Source:RGD Symbol;Acc:1564459]
ENSRNOG00000010957	Braf	protein_coding	"B-Raf proto-oncogene, serine/threonine kinase [Source:RGD Symbol;Acc:619908]"
ENSRNOG00000006093	LRRTM1	protein_coding	leucine rich repeat transmembrane neuronal 1 [Source:RGD Symbol;Acc:1585921]
ENSRNOG00000005798	Cav3	protein_coding	caveolin 3 [Source:RGD Symbol;Acc:2281]
ENSRNOG00000009377	Nelfb	protein_coding	negative elongation factor complex member B [Source:RGD Symbol;Acc:1307832]
ENSRNOG00000012960	Uap1l1	protein_coding	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1 [Source:RGD Symbol;Acc:1310630]
ENSRNOG00000017283	Kcnt1	protein_coding	potassium sodium-activated channel subfamily T member 1 [Source:RGD Symbol;Acc:621106]
ENSRNOG00000048676	AABR07051445.1	protein_coding	phosphatidylinositol-4-phosphate 5-kinase-like 1 [Source:NCBI gene;Acc:687758]
ENSRNOG00000018901	Rab14	protein_coding	"RAB14, member RAS oncogene family [Source:RGD Symbol;Acc:620881]"
ENSRNOG00000047948	AC107446.2	protein_coding	NA
ENSRNOG00000001596	Atp5mc3	protein_coding	ATP synthase membrane subunit c locus 3 [Source:RGD Symbol;Acc:620052]
ENSRNOG00000060187	AABR07053516.2	lincRNA	NA
ENSRNOG00000050552	AABR07053516.1	protein_coding	NA
ENSRNOG00000012151	Itpripl1	protein_coding	ITPRIP like 1 [Source:RGD Symbol;Acc:1564158]
ENSRNOG00000021243	Siglec1	protein_coding	sialic acid binding Ig like lectin 1 [Source:RGD Symbol;Acc:1311953]
ENSRNOG00000004493	Tasp1	protein_coding	taspase 1 [Source:RGD Symbol;Acc:1308591]
ENSRNOG00000012728	Nkx2-2	protein_coding	NK2 homeobox 2 [Source:RGD Symbol;Acc:1308443]
ENSRNOG00000008596	Ttll9	protein_coding	tubulin tyrosine ligase like 9 [Source:RGD Symbol;Acc:1359622]
ENSRNOG00000007036	Tgfbr1	protein_coding	"transforming growth factor, beta receptor 1 [Source:RGD Symbol;Acc:3852]"
ENSRNOG00000007890	Usp1	protein_coding	ubiquitin specific peptidase 1 [Source:RGD Symbol;Acc:1306461]
ENSRNOG00000019758	Ipo13	protein_coding	importin 13 [Source:RGD Symbol;Acc:620071]
ENSRNOG00000009430	Gnl2	protein_coding	G protein nucleolar 2 [Source:RGD Symbol;Acc:1305006]
ENSRNOG00000013825	Rap1gap	protein_coding	Rap1 GTPase-activating protein [Source:RGD Symbol;Acc:1309908]
ENSRNOG00000009595	Zbtb48	protein_coding	zinc finger and BTB domain containing 48 [Source:RGD Symbol;Acc:1311581]
ENSRNOG00000018691	Ccnl2	protein_coding	cyclin L2 [Source:RGD Symbol;Acc:1309149]
ENSRNOG00000020199	RGD1311517	protein_coding	similar to RIKEN cDNA 9430015G10 [Source:RGD Symbol;Acc:1311517]
ENSRNOG00000004258	Chst7	protein_coding	carbohydrate sulfotransferase 7 [Source:RGD Symbol;Acc:1303028]
ENSRNOG00000039576	Suv39h1l1	protein_coding	suppressor of variegation 3-9 homolog 1 (Drosophila)-like 1 [Source:RGD Symbol;Acc:1565028]
ENSRNOG00000051408	Magt1	protein_coding	magnesium transporter 1 [Source:RGD Symbol;Acc:620094]
ENSRNOG00000049335	Sult6b1	protein_coding	sulfotransferase family 6B member 1 [Source:RGD Symbol;Acc:1598187]
ENSRNOG00000004364	Babam2	protein_coding	BRISC and BRCA1 A complex member 2 [Source:RGD Symbol;Acc:735111]
ENSRNOG00000050386	Pfn4	protein_coding	"profilin family, member 4 [Source:RGD Symbol;Acc:1359707]"
ENSRNOG00000009856	Sypl1	protein_coding	synaptophysin-like 1 [Source:RGD Symbol;Acc:1359569]
ENSRNOG00000004841	Akap6	protein_coding	A-kinase anchoring protein 6 [Source:RGD Symbol;Acc:69412]
ENSRNOG00000004362	Rps6ka5	protein_coding	ribosomal protein S6 kinase A5 [Source:RGD Symbol;Acc:1308336]
ENSRNOG00000005378	Gna15	protein_coding	G protein subunit alpha 15 [Source:RGD Symbol;Acc:619751]
ENSRNOG00000016952	Uqcr11	protein_coding	"ubiquinol-cytochrome c reductase, complex III subunit XI [Source:RGD Symbol;Acc:1590985]"
ENSRNOG00000007048	Rap1b	protein_coding	"RAP1B, member of RAS oncogene family [Source:RGD Symbol;Acc:620577]"
ENSRNOG00000030150	LOC100362109	protein_coding	hypothetical protein LOC100362109 [Source:RGD Symbol;Acc:2318773]
ENSRNOG00000055582	RF00066	snRNA	NA
ENSRNOG00000022570	Pus7l	protein_coding	pseudouridine synthase 7 like [Source:RGD Symbol;Acc:1304692]
ENSRNOG00000058916	Ccdc65	protein_coding	coiled-coil domain containing 65 [Source:RGD Symbol;Acc:1595842]
ENSRNOG00000062295	Gm9918	protein_coding	predicted gene 9918 [Source:MGI Symbol;Acc:MGI:3646315]
ENSRNOG00000036828	Pde1b	protein_coding	phosphodiesterase 1B [Source:RGD Symbol;Acc:3278]
ENSRNOG00000034037	Zfp266	protein_coding	zinc finger protein 266 [Source:RGD Symbol;Acc:1308643]
ENSRNOG00000007561	Glb1l2	protein_coding	"galactosidase, beta 1-like 2 [Source:RGD Symbol;Acc:1564436]"
ENSRNOG00000016413	Pstpip1	protein_coding	proline-serine-threonine phosphatase-interacting protein 1 [Source:RGD Symbol;Acc:1307557]
ENSRNOG00000018009	Rab8b	protein_coding	"RAB8B, member RAS oncogene family [Source:RGD Symbol;Acc:628764]"
ENSRNOG00000010545	Mrap2	protein_coding	melanocortin 2 receptor accessory protein 2 [Source:RGD Symbol;Acc:1309873]
ENSRNOG00000029910	Golga4	protein_coding	golgin A4 [Source:RGD Symbol;Acc:1591925]
ENSRNOG00000045846	Rfx2	protein_coding	regulatory factor X2 [Source:RGD Symbol;Acc:1588579]
ENSRNOG00000050318	Fsd1	protein_coding	fibronectin type 3 and SPRY domain-containing protein [Source:MGI Symbol;Acc:MGI:1934858]
ENSRNOG00000016789	Actr1b	protein_coding	ARP1 actin related protein 1 homolog B [Source:RGD Symbol;Acc:1307380]
ENSRNOG00000014980	Mob4	protein_coding	"MOB family member 4, phocein [Source:RGD Symbol;Acc:620183]"
ENSRNOG00000018740	Ugt1a3	protein_coding	"UDP glycosyltransferase 1 family, polypeptide A3 [Source:RGD Symbol;Acc:1549728]"
ENSRNOG00000019763	Mlph	protein_coding	melanophilin [Source:RGD Symbol;Acc:1310733]
ENSRNOG00000015528	Pja2	protein_coding	praja ring finger ubiquitin ligase 2 [Source:RGD Symbol;Acc:620273]
ENSRNOG00000011700	Ptprm	protein_coding	"protein tyrosine phosphatase, receptor type, M [Source:RGD Symbol;Acc:620776]"
